,id,balance,update_time
98,26287,577.72518683,2024-11-20 19:12:57.577970
99,26288,577.70127611,2024-11-20 19:14:57.679666
100,26289,577.66297055,2024-11-20 19:16:57.153512
101,26290,577.66379776,2024-11-20 19:18:57.254061
102,26291,577.7001633,2024-11-20 19:20:57.353431
103,26292,577.69199988,2024-11-20 19:22:57.456722
104,26293,577.72453373,2024-11-20 19:24:57.564006
105,26294,577.71552543,2024-11-20 19:26:57.659993
106,26295,577.68578946,2024-11-20 19:28:57.761739
107,26296,577.72722142,2024-11-20 19:30:57.860861
108,26297,577.69937321,2024-11-20 19:32:57.962655
109,26298,577.71909299,2024-11-20 19:34:58.062674
110,26299,577.67426474,2024-11-20 19:36:58.163584
111,26300,577.68998892,2024-11-20 19:38:58.862960
112,26301,577.70051918,2024-11-20 19:40:58.960003
113,26302,577.68740403,2024-11-20 19:42:59.060585
114,26303,577.7081509,2024-11-20 19:44:59.167289
115,26304,577.69820948,2024-11-20 19:46:58.658835
116,26305,577.70445702,2024-11-20 19:48:58.754872
117,26306,577.73640987,2024-11-20 19:50:58.853495
118,26307,577.73076963,2024-11-20 19:52:58.923189
119,26308,577.71938501,2024-11-20 19:54:59.024974
120,26309,577.72798121,2024-11-20 19:56:59.125529
121,26310,577.71831369,2024-11-20 19:58:59.216137
122,26311,577.71554938,2024-11-20 20:00:59.318926
123,26312,577.73908972,2024-11-20 20:02:59.417088
124,26313,577.72178113,2024-11-20 20:04:59.521258
125,26314,577.72192549,2024-11-20 20:06:59.627339
126,26315,577.72696624,2024-11-20 20:08:59.768201
127,26316,577.69122305,2024-11-20 20:10:59.817834
128,26317,577.69326745,2024-11-20 20:12:59.921293
129,26318,577.71276924,2024-11-20 20:15:00.568454
130,26319,577.7145636,2024-11-20 20:17:01.098410
131,26320,577.7242931,2024-11-20 20:19:01.199849
132,26321,577.72884532,2024-11-20 20:21:01.298114
133,26322,577.68557483,2024-11-20 20:23:01.399318
134,26323,577.67477247,2024-11-20 20:25:01.498159
135,26324,577.68774789,2024-11-20 20:27:01.600842
136,26325,577.66747983,2024-11-20 20:29:01.701658
137,26326,577.67469534,2024-11-20 20:31:01.797535
138,26327,577.68160402,2024-11-20 20:33:01.898486
139,26328,577.64894443,2024-11-20 20:35:01.999276
140,26329,577.65393089,2024-11-20 20:37:02.101563
141,26330,577.64324601,2024-11-20 20:39:02.202249
142,26331,577.66904729,2024-11-20 20:41:02.300212
143,26332,577.65588505,2024-11-20 20:43:02.401650
144,26333,577.68174659,2024-11-20 20:45:02.501912
145,26334,577.65198708,2024-11-20 20:47:02.331501
146,26335,577.62871355,2024-11-20 20:49:02.418782
147,26336,577.62710115,2024-11-20 20:51:02.523513
148,26337,577.64567211,2024-11-20 20:53:02.616036
149,26338,577.64733958,2024-11-20 20:55:02.713854
150,26339,577.63243465,2024-11-20 20:57:02.807121
151,26340,577.66316972,2024-11-20 20:59:02.909798
152,26341,577.63746156,2024-11-20 21:01:03.007608
153,26342,577.65900017,2024-11-20 21:03:03.112820
154,26343,577.65265979,2024-11-20 21:05:03.207960
155,26344,577.63055892,2024-11-20 21:07:03.315272
156,26345,577.66096039,2024-11-20 21:09:03.409078
157,26346,577.62385903,2024-11-20 21:11:03.510334
158,26347,577.63006252,2024-11-20 21:13:03.609670
159,26348,577.63038521,2024-11-20 21:15:03.391979
160,26349,577.59783189,2024-11-20 21:17:03.938430
161,26350,577.60160838,2024-11-20 21:19:04.037551
162,26351,577.60570032,2024-11-20 21:21:04.136756
163,26352,577.69026996,2024-11-20 21:23:04.237328
164,26353,577.70043861,2024-11-20 21:25:04.335737
165,26354,577.71243081,2024-11-20 21:27:04.438229
166,26355,577.68522483,2024-11-20 21:29:04.542174
167,26356,577.71294966,2024-11-20 21:31:04.646040
168,26357,577.7052884,2024-11-20 21:33:04.755382
169,26358,577.71758601,2024-11-20 21:35:04.852179
170,26359,577.77208896,2024-11-20 21:37:04.944612
171,26360,577.74154276,2024-11-20 21:39:05.041250
172,26361,577.74423507,2024-11-20 21:41:05.136981
173,26362,577.73131298,2024-11-20 21:43:05.212081
174,26363,577.76008227,2024-11-20 21:45:04.899360
175,26364,577.76385248,2024-11-20 21:47:05.423010
176,26365,577.81036903,2024-11-20 21:49:05.521863
177,26366,577.79674547,2024-11-20 21:51:05.628175
178,26367,577.79316275,2024-11-20 21:53:05.718722
179,26368,577.80447444,2024-11-20 21:55:05.823530
180,26369,577.79293415,2024-11-20 21:57:05.920855
181,26370,577.77073196,2024-11-20 21:59:06.023769
182,26371,577.76535213,2024-11-20 22:01:06.125663
183,26372,577.72647842,2024-11-20 22:03:06.228874
184,26373,577.74002916,2024-11-20 22:05:06.325807
185,26374,577.71861545,2024-11-20 22:07:06.460921
186,26375,577.71781854,2024-11-20 22:09:06.596190
187,26376,577.79690858,2024-11-20 22:11:06.628488
188,26377,577.76278606,2024-11-20 22:13:06.741130
189,26378,577.7246698,2024-11-20 22:15:06.372037
190,26379,577.76860719,2024-11-20 22:17:06.898909
191,26380,577.73369524,2024-11-20 22:19:07.105344
192,26381,577.75781452,2024-11-20 22:21:07.097325
193,26382,577.76092328,2024-11-20 22:23:07.204124
194,26383,577.77802843,2024-11-20 22:25:07.302858
195,26384,577.76112455,2024-11-20 22:27:07.401208
196,26385,577.76092857,2024-11-20 22:29:07.503122
197,26386,577.76933078,2024-11-20 22:31:07.603108
198,26387,577.75104044,2024-11-20 22:33:07.704637
199,26388,577.77006707,2024-11-20 22:35:07.804877
200,26389,577.72111111,2024-11-20 22:37:07.826222
201,26390,577.66681235,2024-11-20 22:39:07.926474
202,26391,577.57240168,2024-11-20 22:41:08.028345
203,26392,577.55402857,2024-11-20 22:43:08.127711
204,26393,577.59614192,2024-11-20 22:45:07.799141
205,26394,577.62831218,2024-11-20 22:47:08.340227
206,26395,577.63801623,2024-11-20 22:49:08.436660
207,26396,577.68428424,2024-11-20 22:51:08.538920
208,26397,577.72936606,2024-11-20 22:53:08.639080
209,26398,577.64885987,2024-11-20 22:55:08.738797
210,26399,577.66113578,2024-11-20 22:57:08.838546
211,26400,577.64135911,2024-11-20 22:59:08.938364
212,26401,577.62447603,2024-11-20 23:01:09.043532
213,26402,577.63632251,2024-11-20 23:03:09.136244
214,26403,577.6532722,2024-11-20 23:05:09.239671
215,26404,577.69680639,2024-11-20 23:07:09.341026
216,26405,577.66357327,2024-11-20 23:09:09.443509
217,26406,577.68665356,2024-11-20 23:11:09.638361
218,26407,577.73536794,2024-11-20 23:13:09.651460
219,26408,577.71919635,2024-11-20 23:15:09.250032
220,26409,577.71314949,2024-11-20 23:17:09.813045
221,26410,577.80103705,2024-11-20 23:19:09.912332
222,26411,577.75217745,2024-11-20 23:21:10.015364
223,26412,577.79177557,2024-11-20 23:23:10.111700
224,26413,577.7991228,2024-11-20 23:25:10.218280
225,26414,577.79956166,2024-11-20 23:27:10.312903
226,26415,577.82723013,2024-11-20 23:29:10.412866
227,26416,577.80341563,2024-11-20 23:31:10.510416
228,26417,577.80282452,2024-11-20 23:33:10.591460
229,26418,577.81881326,2024-11-20 23:35:10.693474
230,26419,577.8015448,2024-11-20 23:37:10.792291
231,26420,577.77992715,2024-11-20 23:39:10.891142
232,26421,577.78725156,2024-11-20 23:41:10.996181
233,26422,577.76394201,2024-11-20 23:43:11.094380
234,26423,581.73939706,2024-11-20 23:45:10.742252
235,26424,581.73824731,2024-11-20 23:47:11.280579
236,26425,581.71593614,2024-11-20 23:49:11.379631
237,26426,581.73733021,2024-11-20 23:51:11.481781
238,26427,581.76867935,2024-11-20 23:53:11.579752
239,26428,581.75457559,2024-11-20 23:55:11.681294
240,26429,581.74569231,2024-11-20 23:57:11.780944
241,26430,581.76508792,2024-11-20 23:59:11.881612
242,26431,581.77717341,2024-11-21 00:01:11.984158
243,26432,581.67857609,2024-11-21 00:03:12.084064
244,26433,581.72242943,2024-11-21 00:05:12.185111
245,26434,581.71883533,2024-11-21 00:07:12.288952
246,26435,581.69039882,2024-11-21 00:09:12.390581
247,26436,581.69702442,2024-11-21 00:11:12.489033
248,26437,581.69025517,2024-11-21 00:13:12.593631
249,26438,581.7063459,2024-11-21 00:15:12.218957
250,26439,581.66740263,2024-11-21 00:17:12.780968
251,26440,581.63561165,2024-11-21 00:19:12.880546
252,26441,581.67815928,2024-11-21 00:21:12.977000
253,26442,581.63668667,2024-11-21 00:23:13.077799
254,26443,581.61323478,2024-11-21 00:25:13.176133
255,26444,581.62009677,2024-11-21 00:27:13.198107
256,26445,581.61216171,2024-11-21 00:29:13.296218
257,26446,581.60646296,2024-11-21 00:31:13.397236
258,26447,583.30059113,2024-11-21 00:33:13.497131
259,26448,583.28844941,2024-11-21 00:35:13.603005
260,26449,583.34038574,2024-11-21 00:37:13.702135
261,26450,583.32442744,2024-11-21 00:39:13.804551
262,26451,583.27793208,2024-11-21 00:41:13.907254
263,26452,583.25346967,2024-11-21 00:43:14.009028
264,26453,583.28059217,2024-11-21 00:45:13.655132
265,26454,583.25903547,2024-11-21 00:47:14.194042
266,26455,583.29701998,2024-11-21 00:49:14.302496
267,26456,583.37598427,2024-11-21 00:51:14.396471
268,26457,583.33447749,2024-11-21 00:53:14.498766
269,26458,583.33036714,2024-11-21 00:55:14.601285
270,26459,583.32597256,2024-11-21 00:57:14.707384
271,26460,583.3067938,2024-11-21 00:59:14.810469
272,26461,583.31041462,2024-11-21 01:01:14.911927
273,26462,583.36198225,2024-11-21 01:03:15.020020
274,26463,583.36981484,2024-11-21 01:05:15.104287
275,26464,583.30186169,2024-11-21 01:07:15.206544
276,26465,583.31321337,2024-11-21 01:09:15.299793
277,26466,583.40564473,2024-11-21 01:11:15.400517
278,26467,583.30946338,2024-11-21 01:13:15.502890
279,26468,583.2981028,2024-11-21 01:15:15.134556
280,26469,583.26750443,2024-11-21 01:17:15.693105
281,26470,583.30926602,2024-11-21 01:19:15.793165
282,26471,583.29746748,2024-11-21 01:21:15.897222
283,26472,583.30603892,2024-11-21 01:23:15.982006
284,26473,583.27059559,2024-11-21 01:25:16.083043
285,26474,583.25430749,2024-11-21 01:27:16.181971
286,26475,583.30192227,2024-11-21 01:29:16.282038
287,26476,583.33928839,2024-11-21 01:31:16.386374
288,26477,583.33933445,2024-11-21 01:33:16.478923
289,26478,583.27875387,2024-11-21 01:35:16.577364
290,26479,583.3000518,2024-11-21 01:37:16.681908
291,26480,583.31033393,2024-11-21 01:39:16.779827
292,26481,583.34330668,2024-11-21 01:41:16.879235
293,26482,583.3398555,2024-11-21 01:43:16.978874
294,26483,583.32665123,2024-11-21 01:45:16.634474
295,26484,583.33337142,2024-11-21 01:47:17.175078
296,26485,583.33261231,2024-11-21 01:49:17.278855
297,26486,583.31800871,2024-11-21 01:51:17.376284
298,26487,583.33543028,2024-11-21 01:53:17.482450
299,26488,583.31696076,2024-11-21 01:55:17.580615
300,26489,583.27689531,2024-11-21 01:57:17.682215
301,26490,583.31185257,2024-11-21 01:59:17.780126
302,26491,583.31555555,2024-11-21 02:01:17.886171
303,26492,583.26250109,2024-11-21 02:03:17.984067
304,26493,583.32753622,2024-11-21 02:05:18.086623
305,26494,583.28939443,2024-11-21 02:07:18.183075
306,26495,583.3124011,2024-11-21 02:09:18.284502
307,26496,583.30657482,2024-11-21 02:11:18.387610
308,26497,583.36354227,2024-11-21 02:13:18.529201
309,26498,583.4050395,2024-11-21 02:15:18.129912
310,26499,583.41677495,2024-11-21 02:17:18.704141
311,26500,583.43504889,2024-11-21 02:19:18.704625
312,26501,583.4352217,2024-11-21 02:21:19.065168
313,26502,583.33719504,2024-11-21 02:23:18.988678
314,26503,583.34463029,2024-11-21 02:25:19.015070
315,26504,583.33773251,2024-11-21 02:27:19.115399
316,26505,583.37063419,2024-11-21 02:29:19.217686
317,26506,583.20844553,2024-11-21 02:31:19.317061
318,26507,583.27169684,2024-11-21 02:33:19.414653
319,26508,583.24474515,2024-11-21 02:35:19.516571
320,26509,583.25762319,2024-11-21 02:37:19.619612
321,26510,583.24092617,2024-11-21 02:39:19.715407
322,26511,583.24629214,2024-11-21 02:41:19.815277
323,26512,583.2359431,2024-11-21 02:43:19.918763
324,26513,583.27331093,2024-11-21 02:45:19.566208
325,26514,583.21479015,2024-11-21 02:47:20.110855
326,26515,583.19216717,2024-11-21 02:49:20.212539
327,26516,583.18403389,2024-11-21 02:51:20.311108
328,26517,583.11242639,2024-11-21 02:53:20.417595
329,26518,583.07729827,2024-11-21 02:55:20.520963
330,26519,583.07972249,2024-11-21 02:57:20.617416
331,26520,583.09987634,2024-11-21 02:59:20.717050
332,26521,583.11004688,2024-11-21 03:01:20.814568
333,26522,583.14026932,2024-11-21 03:03:20.920080
334,26523,583.13599253,2024-11-21 03:05:21.017453
335,26524,583.09609189,2024-11-21 03:07:21.114544
336,26525,583.08255918,2024-11-21 03:09:21.218284
337,26526,583.09098935,2024-11-21 03:11:21.315187
338,26527,583.07928767,2024-11-21 03:13:21.408736
339,26528,583.09404657,2024-11-21 03:15:21.053690
340,26529,583.07440695,2024-11-21 03:17:21.591595
341,26530,583.17110085,2024-11-21 03:19:21.690548
342,26531,583.07098859,2024-11-21 03:21:21.787913
343,26532,583.06330407,2024-11-21 03:23:21.889761
344,26533,583.06514712,2024-11-21 03:25:21.985694
345,26534,583.02691153,2024-11-21 03:27:22.089517
346,26535,583.02972698,2024-11-21 03:29:22.190656
347,26536,583.00676533,2024-11-21 03:31:22.289873
348,26537,583.03515858,2024-11-21 03:33:22.389574
349,26538,583.10809272,2024-11-21 03:35:22.479884
350,26539,583.12303537,2024-11-21 03:37:22.577627
351,26540,583.11561144,2024-11-21 03:39:22.679186
352,26541,583.15151129,2024-11-21 03:41:22.786349
353,26542,583.23466081,2024-11-21 03:43:22.884577
354,26543,583.22798024,2024-11-21 03:45:22.526350
355,26544,583.22117842,2024-11-21 03:47:23.074358
356,26545,583.21835222,2024-11-21 03:49:23.174974
357,26546,583.21504721,2024-11-21 03:51:23.277122
358,26547,583.23101521,2024-11-21 03:53:23.373155
359,26548,583.23390756,2024-11-21 03:55:23.476596
360,26549,583.23284876,2024-11-21 03:57:23.578455
361,26550,583.22488117,2024-11-21 03:59:23.676544
362,26551,583.20136775,2024-11-21 04:01:23.775912
363,26552,583.15535966,2024-11-21 04:03:23.878788
364,26553,583.12132353,2024-11-21 04:05:23.980054
365,26554,583.11982186,2024-11-21 04:07:24.022702
366,26555,583.1510314,2024-11-21 04:09:24.116453
367,26556,583.12755627,2024-11-21 04:11:24.219751
368,26557,583.17656745,2024-11-21 04:13:24.317749
369,26558,583.11869801,2024-11-21 04:15:23.949654
370,26559,583.12445694,2024-11-21 04:17:24.507835
371,26560,583.12013199,2024-11-21 04:19:24.608936
372,26561,583.14930513,2024-11-21 04:21:24.698293
373,26562,583.10714693,2024-11-21 04:23:24.802168
374,26563,583.15405069,2024-11-21 04:25:24.901228
375,26564,583.15870235,2024-11-21 04:27:25.002885
376,26565,583.18734252,2024-11-21 04:29:25.103808
377,26566,583.1818904,2024-11-21 04:31:25.204299
378,26567,583.22688835,2024-11-21 04:33:25.308094
379,26568,583.20796773,2024-11-21 04:35:25.404802
380,26569,583.25708671,2024-11-21 04:37:25.505384
381,26570,583.27263957,2024-11-21 04:39:25.603888
382,26571,583.29644311,2024-11-21 04:41:25.704516
383,26572,583.26313707,2024-11-21 04:43:25.808946
384,26573,583.26168764,2024-11-21 04:45:25.457396
385,26574,583.17740555,2024-11-21 04:47:26.017598
386,26575,583.22940831,2024-11-21 04:49:26.116440
387,26576,583.24573441,2024-11-21 04:51:26.218805
388,26577,583.20773175,2024-11-21 04:53:26.317188
389,26578,583.1986314,2024-11-21 04:55:26.420740
390,26579,583.19509816,2024-11-21 04:57:26.522998
391,26580,583.17485254,2024-11-21 04:59:26.623771
392,26581,583.20568076,2024-11-21 05:01:26.729620
393,26582,583.2309913,2024-11-21 05:03:26.825803
394,26583,583.23324217,2024-11-21 05:05:26.922849
395,26584,583.21158398,2024-11-21 05:07:27.022394
396,26585,583.22239434,2024-11-21 05:09:27.126020
397,26586,583.1796379,2024-11-21 05:11:27.225990
398,26587,583.17432773,2024-11-21 05:13:27.330037
399,26588,583.1724616,2024-11-21 05:15:26.969858
400,26589,583.22543954,2024-11-21 05:17:27.506102
401,26590,583.21583807,2024-11-21 05:19:27.604721
402,26591,583.18941285,2024-11-21 05:21:27.705272
403,26592,583.21001396,2024-11-21 05:23:27.808622
404,26593,583.22115806,2024-11-21 05:25:27.962904
405,26594,583.20324549,2024-11-21 05:27:28.008743
406,26595,583.21782129,2024-11-21 05:29:28.107562
407,26596,583.19244141,2024-11-21 05:31:28.206464
408,26597,583.17865818,2024-11-21 05:33:28.307998
409,26598,583.16893877,2024-11-21 05:35:28.404880
410,26599,583.21863751,2024-11-21 05:37:28.508549
411,26600,583.20800201,2024-11-21 05:39:28.606420
412,26601,583.1982085,2024-11-21 05:41:28.707763
413,26602,583.20105558,2024-11-21 05:43:28.809318
414,26603,583.22475523,2024-11-21 05:45:28.463456
415,26604,583.23550096,2024-11-21 05:47:29.008471
416,26605,583.23719909,2024-11-21 05:49:29.110977
417,26606,583.24665751,2024-11-21 05:51:29.212522
418,26607,583.23221769,2024-11-21 05:53:29.310790
419,26608,583.23688,2024-11-21 05:55:29.411945
420,26609,583.21360207,2024-11-21 05:57:29.456565
421,26610,583.17481763,2024-11-21 05:59:29.556365
422,26611,583.20202272,2024-11-21 06:01:29.655953
423,26612,583.20182881,2024-11-21 06:03:29.752515
424,26613,583.1623807,2024-11-21 06:05:29.855797
425,26614,583.21945647,2024-11-21 06:07:29.962793
426,26615,583.21077882,2024-11-21 06:09:30.063864
427,26616,583.21912052,2024-11-21 06:11:30.171073
428,26617,583.22245901,2024-11-21 06:13:30.275995
429,26618,583.26047142,2024-11-21 06:15:29.932388
430,26619,583.23814823,2024-11-21 06:17:30.477421
431,26620,583.25062227,2024-11-21 06:19:30.577613
432,26621,583.24644792,2024-11-21 06:21:30.677485
433,26622,583.23595447,2024-11-21 06:23:30.777949
434,26623,583.25430025,2024-11-21 06:25:30.867186
435,26624,583.26025108,2024-11-21 06:27:30.966440
436,26625,583.23327677,2024-11-21 06:29:31.063247
437,26626,583.22308291,2024-11-21 06:31:31.163812
438,26627,583.20769256,2024-11-21 06:33:31.263595
439,26628,583.22376081,2024-11-21 06:35:31.365545
440,26629,583.2310744,2024-11-21 06:37:31.465519
441,26630,583.17131198,2024-11-21 06:39:31.564607
442,26631,583.15933849,2024-11-21 06:41:31.666390
443,26632,583.21217514,2024-11-21 06:43:31.768736
444,26633,583.21610717,2024-11-21 06:45:31.420807
445,26634,583.20885903,2024-11-21 06:47:31.984715
446,26635,583.18850463,2024-11-21 06:49:32.176469
447,26636,583.18296611,2024-11-21 06:51:32.182412
448,26637,583.13652471,2024-11-21 06:53:32.279347
449,26638,583.1586988,2024-11-21 06:55:32.385851
450,26639,583.14816291,2024-11-21 06:57:32.479953
451,26640,583.15259087,2024-11-21 06:59:32.579128
452,26641,583.11735774,2024-11-21 07:01:32.685568
453,26642,583.16256198,2024-11-21 07:03:32.783261
454,26643,583.17285841,2024-11-21 07:05:32.884805
455,26644,583.1212545,2024-11-21 07:07:32.980861
456,26645,583.13268606,2024-11-21 07:09:33.074590
457,26646,583.13126124,2024-11-21 07:11:33.174331
458,26647,583.11650887,2024-11-21 07:13:33.274036
459,26648,583.14158215,2024-11-21 07:15:32.892655
460,26649,583.14507578,2024-11-21 07:17:33.474066
461,26650,583.12142224,2024-11-21 07:19:33.576538
462,26651,583.12578925,2024-11-21 07:21:33.672608
463,26652,583.14113372,2024-11-21 07:23:33.772805
464,26653,583.10227365,2024-11-21 07:25:33.874426
465,26654,583.1694971,2024-11-21 07:27:33.975406
466,26655,583.16818226,2024-11-21 07:29:34.075129
467,26656,583.17543674,2024-11-21 07:31:34.178323
468,26657,583.17494937,2024-11-21 07:33:34.277457
469,26658,583.16624179,2024-11-21 07:35:34.377225
470,26659,583.15887369,2024-11-21 07:37:34.481163
471,26660,583.11753982,2024-11-21 07:39:34.579271
472,26661,583.11596367,2024-11-21 07:41:34.679902
473,26662,583.13770906,2024-11-21 07:43:34.779978
474,26663,583.10681309,2024-11-21 07:45:34.383749
475,26664,583.10201954,2024-11-21 07:47:34.917845
476,26665,583.09341965,2024-11-21 07:49:35.020484
477,26666,583.11297311,2024-11-21 07:51:35.116656
478,26667,583.08750688,2024-11-21 07:53:35.214774
479,26668,583.09109782,2024-11-21 07:55:35.313812
480,26669,583.0532963,2024-11-21 07:57:35.412553
481,26670,583.0749211,2024-11-21 07:59:35.515983
482,26671,583.06271386,2024-11-21 08:01:35.619045
483,26672,583.04199573,2024-11-21 08:03:35.719002
484,26673,583.04119723,2024-11-21 08:05:35.822756
485,26674,583.06357804,2024-11-21 08:07:35.925495
486,26675,583.03701009,2024-11-21 08:09:36.031726
487,26676,583.05300482,2024-11-21 08:11:36.126078
488,26677,583.08832408,2024-11-21 08:13:36.227939
489,26678,583.08487515,2024-11-21 08:15:35.868009
490,26679,583.08422706,2024-11-21 08:17:36.423592
491,26680,583.08549842,2024-11-21 08:19:36.526560
492,26681,583.08488852,2024-11-21 08:21:36.625298
493,26682,583.10627167,2024-11-21 08:23:36.726183
494,26683,583.10441553,2024-11-21 08:25:36.834841
495,26684,583.13178005,2024-11-21 08:27:36.974146
496,26685,583.12162955,2024-11-21 08:29:37.024054
497,26686,583.05699927,2024-11-21 08:31:37.125666
498,26687,583.11059568,2024-11-21 08:33:37.230087
499,26688,583.09750089,2024-11-21 08:35:37.328834
500,26689,583.13897926,2024-11-21 08:37:37.435190
501,26690,583.10531681,2024-11-21 08:39:37.537398
502,26691,583.10375119,2024-11-21 08:41:37.643374
503,26692,583.10937976,2024-11-21 08:43:37.740712
504,26693,583.07607277,2024-11-21 08:45:37.349536
505,26694,583.09228407,2024-11-21 08:47:37.986174
506,26695,583.08314752,2024-11-21 08:49:38.086211
507,26696,583.14068672,2024-11-21 08:51:38.180536
508,26697,583.15504806,2024-11-21 08:53:38.281568
509,26698,583.14312213,2024-11-21 08:55:38.379363
510,26699,583.14836505,2024-11-21 08:57:38.475963
511,26700,583.14270896,2024-11-21 08:59:38.577510
512,26701,583.1630578,2024-11-21 09:01:38.678262
513,26702,583.16662758,2024-11-21 09:03:38.777473
514,26703,583.14690688,2024-11-21 09:05:38.875230
515,26704,583.17561307,2024-11-21 09:07:38.973609
516,26705,583.15959847,2024-11-21 09:09:39.069044
